"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"171","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","368","12","TooManyFields","Too many fields","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"172","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","377","23","FieldNamingConventions","The instance field name 'time_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"173","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","378","23","FieldNamingConventions","The instance field name 'type_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"174","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","379","26","FieldNamingConventions","The instance field name 'id_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"175","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","380","26","FieldNamingConventions","The instance field name 'message_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"176","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","381","26","FieldNamingConventions","The instance field name 'methodName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"177","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","382","26","FieldNamingConventions","The instance field name 'name_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"178","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","383","26","FieldNamingConventions","The instance field name 'namespace_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"179","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","384","26","FieldNamingConventions","The instance field name 'packageName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"180","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","385","26","FieldNamingConventions","The instance field name 'seeAllData_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"181","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","386","26","FieldNamingConventions","The instance field name 'stackTrace_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"182","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","387","26","FieldNamingConventions","The instance field name 'time_x_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"183","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","388","26","FieldNamingConventions","The instance field name 'type_x_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"184","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","389","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"185","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","390","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"186","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","401","26","FieldNamingConventions","The instance field name 'extendedErrorDetails_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"187","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","402","26","FieldNamingConventions","The instance field name 'fields_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"188","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","403","26","FieldNamingConventions","The instance field name 'message_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"189","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","404","26","FieldNamingConventions","The instance field name 'statusCode_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"190","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","405","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"191","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","406","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"192","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","412","12","ClassNamingConventions","The inner class name 'updateMetadata_element' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"193","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","414","26","FieldNamingConventions","The instance field name 'metadata_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"194","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","415","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"195","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","416","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"196","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","425","26","FieldNamingConventions","The instance field name 'done_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"197","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","426","26","FieldNamingConventions","The instance field name 'id_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"198","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","427","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"199","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","428","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"200","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","434","12","ClassNamingConventions","The inner class name 'upsertMetadata_element' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"201","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","436","26","FieldNamingConventions","The instance field name 'metadata_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"202","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","437","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"203","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","438","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"204","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","444","12","ClassNamingConventions","The inner class name 'renameMetadata_element' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"205","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","445","23","FieldNamingConventions","The instance field name 'type_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"206","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","448","26","FieldNamingConventions","The instance field name 'type_x_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"207","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","449","26","FieldNamingConventions","The instance field name 'oldFullName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"208","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","450","26","FieldNamingConventions","The instance field name 'newFullName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"209","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","451","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"210","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","452","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"211","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","461","26","FieldNamingConventions","The instance field name 'fullName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"212","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","463","26","FieldNamingConventions","The instance field name 'content_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"213","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","467","26","FieldNamingConventions","The instance field name 'apiVersion_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"214","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","468","26","FieldNamingConventions","The instance field name 'packageVersions_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"215","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","469","26","FieldNamingConventions","The instance field name 'status_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"216","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","470","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"217","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","471","26","FieldNamingConventions","The instance field name 'type_att_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"218","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","472","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"219","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","488","26","FieldNamingConventions","The instance field name 'category_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"220","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","489","26","FieldNamingConventions","The instance field name 'level_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"221","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","490","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"222","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","491","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"223","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","500","26","FieldNamingConventions","The instance field name 'categories_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"224","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","501","26","FieldNamingConventions","The instance field name 'debugLevel_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"225","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","502","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"226","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","503","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"227","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","509","12","ClassNamingConventions","The inner class name 'describeMetadata_element' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"228","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","511","26","FieldNamingConventions","The instance field name 'asOfVersion_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"229","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","512","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"230","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","513","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"231","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","525","23","FieldNamingConventions","The instance field name 'time_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"232","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","526","26","FieldNamingConventions","The instance field name 'id_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"233","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","527","26","FieldNamingConventions","The instance field name 'methodName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"234","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","528","26","FieldNamingConventions","The instance field name 'name_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"235","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","529","26","FieldNamingConventions","The instance field name 'namespace_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"236","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","530","26","FieldNamingConventions","The instance field name 'seeAllData_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"237","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","531","26","FieldNamingConventions","The instance field name 'time_x_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"238","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","532","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"239","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","533","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"240","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","541","23","FieldNamingConventions","The instance field name 'type_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"241","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","542","26","FieldNamingConventions","The instance field name 'folder_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"242","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","543","26","FieldNamingConventions","The instance field name 'type_x_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"243","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","544","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"244","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","545","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"245","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","551","12","ClassNamingConventions","The inner class name 'createMetadataResponse_element' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"246","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","553","26","FieldNamingConventions","The instance field name 'result_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"247","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","554","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"248","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","555","26","FieldNamingConventions","The instance field name 'field_order_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"249","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","561","12","TooManyFields","Too many fields","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"250","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","572","23","FieldNamingConventions","The instance field name 'type_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"251","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","573","26","FieldNamingConventions","The instance field name 'dmlInfo_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"252","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","574","26","FieldNamingConventions","The instance field name 'id_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"253","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","575","26","FieldNamingConventions","The instance field name 'locationsNotCovered_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"254","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","576","26","FieldNamingConventions","The instance field name 'methodInfo_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
